rank,game_id,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,model,start_time,start_time_pt,timestamp,date
3,261605,Warriors vs Rockets,Warriors -1.5,-100,3,93,Reverse Line Movement (Dog to Fav) against public support for Rockets,114-110,1,0,0,0,0,0,-110,-110,,224.5,-115,-105,-1.5,-100,1.5,-120,gemini,2025-11-27T03:00:00.000Z,2025-11-26 19:00:00-08:00,2025-11-25 15:48:56+00:00,2025-11-26
4,261600,Raptors vs Pacers,Under 235.5,-110,2,88,Fading Public Consensus (76% tickets on Over line flat),112-115,0,0,0,0,0,1,-410,320,,235.5,-110,-110,-9.5,-110,9.5,-110,gemini,2025-11-27T00:30:00.000Z,2025-11-26 16:30:00-08:00,2025-11-25 15:48:56+00:00,2025-11-26
5,261591,Celtics vs Pistons,Pistons -3.5,-110,2,85,Major Roster News Implied (Line moved 5pts towards Pistons),105-112,0,0,1,0,0,0,136,-162,,228.5,-115,-111,3.5,-110,-3.5,-110,gemini,2025-11-26T22:00:00.000Z,2025-11-26 14:00:00-08:00,2025-11-25 15:48:56+00:00,2025-11-26
6,261603,Trail Blazers vs Spurs,Trail Blazers -2.5,-116,2,82,Money Percentage (57%) higher than Ticket Percentage (43%),120-115,1,0,0,0,0,0,-145,122,,238.5,-105,-110,-2.5,-116,2.5,-105,gemini,2025-11-27T03:00:00.000Z,2025-11-26 19:00:00-08:00,2025-11-25 15:48:56+00:00,2025-11-26
7,261592,Hornets vs Knicks,Under 236.5,-111,1,79,Books holding line despite 67% tickets on Over,110-118,0,0,0,0,0,1,235,-298,,236.5,-112,-111,7.5,-115,-7.5,-105,gemini,2025-11-27T00:00:00.000Z,2025-11-26 16:00:00-08:00,2025-11-25 15:48:56+00:00,2025-11-26
8,261589,76ers vs Magic,Magic -4.5,-105,1,77,Steam Move (Line -1.5 to -4.5) with Money Support,108-116,0,0,1,0,0,0,154,-185,,227.5,-110,-110,4.5,-115,-4.5,-105,gemini,2025-11-26T01:00:00.000Z,2025-11-25 17:00:00-08:00,2025-11-25 15:48:56+00:00,2025-11-25
9,261602,Pelicans vs Grizzlies,Under 233.5,-110,1,75,Contrarian play against majority Over tickets,112-115,0,0,0,0,0,1,114,-133,,233.5,-110,-110,2.5,-110,-2.5,-110,gemini,2025-11-27T01:00:00.000Z,2025-11-26 17:00:00-08:00,2025-11-25 15:48:56+00:00,2025-11-26
1,261601,Thunder vs Timberwolves,Under 226.5,-110,3,92,"Strong historical trend on Unders, low total reinforces high confidence.",112-109,0,0,0,0,0,1,-332,267,,226.5,-114,-110,-8.5,-109,8.5,-114,claude,2025-11-27T00:30:00.000Z,2025-11-26 16:30:00-08:00,2025-11-26 04:52:39.526447+00:00,2025-11-26
2,261605,Warriors vs Rockets,Under 224.5,-112,3,91,"Lowest total on the slate, highly profitable total range historically (e.g., previous Under 224.5 win).",113-108,0,0,0,0,0,1,-115,-105,,224.5,-115,-112,-1.5,-110,1.5,-110,claude,2025-11-27T03:00:00.000Z,2025-11-26 19:00:00-08:00,2025-11-26 04:52:39.526447+00:00,2025-11-26
3,261616,Lakers vs Mavericks,Under 226.5,-105,3,90,"Another low total, good odds value, Lakers defense should keep score suppressed.",110-107,0,0,0,0,0,1,-278,225,,226.5,-115,-105,-6.5,-110,6.5,-110,claude,2025-11-29T03:00:00.000Z,2025-11-28 19:00:00-08:00,2025-11-26 04:52:39.526447+00:00,2025-11-28
4,261606,Knicks vs Bucks,Under 225.5,-110,3,90,"Two defensive teams, combined with a back-to-back for the Bucks. Highly favorable total for an Under.",110-108,0,0,0,0,0,1,-285,230,,225.5,-110,-110,-6.5,-110,6.5,-110,claude,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-26 04:52:39.526447+00:00,2025-11-28
5,261591,Celtics vs Pistons,Under 229.5,-105,3,90,"The line has moved up from 227.5, creating better value on the Under in a historically profitable range.",114-110,0,0,0,0,0,1,124,-148,,229.5,-110,-105,2.5,-110,-2.5,-110,claude,2025-11-26T22:00:00.000Z,2025-11-26 14:00:00-08:00,2025-11-26 04:52:39.526447+00:00,2025-11-26
6,261600,Raptors vs Pacers,Pacers +9.5,-105,2,85,Underdog spreads are profitable. Raptors (-9.5) is close to the risk limit. Pacers provide good cover with strong odds.,120-115,0,0,1,0,0,0,-405,320,,234.5,-115,-110,-9.5,-115,9.5,-105,claude,2025-11-27T00:30:00.000Z,2025-11-26 16:30:00-08:00,2025-11-26 04:52:39.526447+00:00,2025-11-26
7,261604,Kings vs Suns,Kings +4.5,-110,2,82,Home underdog Kings getting valuable points. Profitable trend with mid-range underdog spreads.,116-118,1,0,0,0,0,0,152,-182,,233.5,-114,-110,4.5,-110,-4.5,-110,claude,2025-11-27T03:00:00.000Z,2025-11-26 19:00:00-08:00,2025-11-26 04:52:39.526447+00:00,2025-11-26
8,261593,Heat vs Bucks,Bucks +7.5,-109,2,80,"Heat (-7.5) is a steep line. Bucks are a strong team, even on a back-to-back, and should keep the game within a few possessions.",118-115,0,0,1,0,0,0,-270,217,,236.5,-115,-110,-7.5,-114,7.5,-109,claude,2025-11-27T00:30:00.000Z,2025-11-26 16:30:00-08:00,2025-11-26 04:52:39.526447+00:00,2025-11-26
9,261602,Pelicans vs Grizzlies,Pelicans ML,110,1,75,"In a near coin-flip game (Pelicans +1.5), taking the home team Money Line provides great value (+110).",118-115,0,1,0,0,0,0,110,-130,,234.5,-110,-110,1.5,-110,-1.5,-110,claude,2025-11-27T01:00:00.000Z,2025-11-26 17:00:00-08:00,2025-11-26 04:52:39.526447+00:00,2025-11-26
10,261603,Trail Blazers vs Spurs,Spurs +2.0,-110,1,72,Taking the points with the road underdog in a very close spread game. Good value.,117-118,0,0,1,0,0,0,-134,114,,238.5,-110,-110,-2.0,-110,2.0,-110,claude,2025-11-27T03:00:00.000Z,2025-11-26 19:00:00-08:00,2025-11-26 04:52:39.526447+00:00,2025-11-26
11,261592,Hornets vs Knicks,Hornets +6.5,-109,1,70,Home underdog getting enough points to cover against a road favorite. Consistent with profitable underdog spread trend.,115-120,1,0,0,0,0,0,212,-265,,238.5,-108,-110,6.5,-109,-6.5,-114,claude,2025-11-27T00:00:00.000Z,2025-11-26 16:00:00-08:00,2025-11-26 04:52:39.526447+00:00,2025-11-26
1,261600,Raptors vs Pacers,Raptors -9.5,-110,3,93,Home favorite by large margin; home_spread_last = -9.5 and home_spread_odds_last = -110; consistent favorite in dataset.,120-105,1,0,0,0,0,0,-405,320,,235.5,-110,-110,-9.5,-110,9.5,-110,chatgpt,2025-11-27T00:30:00.000Z,2025-11-26 16:30:00-08:00,2025-11-25 20:00:00-08:00,2025-11-26
2,261601,Thunder vs Timberwolves,Thunder -8.5,-109,3,91,Home_spread_last = -8.5 with home_spread_odds_last = -109; large home favorite in `_last`.,118-107,1,0,0,0,0,0,-332,265,,226.5,-114,-110,-8.5,-109,8.5,-114,chatgpt,2025-11-27T00:30:00.000Z,2025-11-26 16:30:00-08:00,2025-11-25 20:00:00-08:00,2025-11-26
3,261593,Heat vs Bucks,Heat -7.5,-114,2,85,Home_spread_last = -7.5 with home_spread_odds_last = -114; Heat strong home chalk on `_last`.,115-104,1,0,0,0,0,0,-270,217,,236.5,-115,-110,-7.5,-114,7.5,-109,chatgpt,2025-11-27T00:30:00.000Z,2025-11-26 16:30:00-08:00,2025-11-25 20:00:00-08:00,2025-11-26
4,261602,Pelicans vs Grizzlies,Grizzlies -2.5,-105,2,84,Away_spread_last = -2.5 (away_spread_odds_last = -105); Grizzlies favored by ~2.5 on `_last`.,110-108,0,0,1,0,0,0,114,-135,,234.5,-110,-110,2.5,-115,-2.5,-105,chatgpt,2025-11-27T01:00:00.000Z,2025-11-26 17:00:00-08:00,2025-11-25 20:00:00-08:00,2025-11-26
5,261605,Warriors vs Rockets,Warriors -1.5,-110,2,82,Home_spread_last = -1.5 with home_spread_odds_last = -110; small home favorite but actionable.,112-110,1,0,0,0,0,0,-115,-105,,224.5,-115,-105,-1.5,-110,1.5,-110,chatgpt,2025-11-27T03:00:00.000Z,2025-11-26 19:00:00-08:00,2025-11-25 20:00:00-08:00,2025-11-26
6,261592,Hornets vs Knicks,Knicks -6.5,-110,2,81,Away_spread_last = -6.5 with away_spread_odds_last = -110; Knicks sizeable favorites on `_last`.,112-102,0,0,1,0,0,0,235,-298,,238.5,-108,-110,6.5,-110,-6.5,-110,chatgpt,2025-11-27T00:00:00.000Z,2025-11-26 16:00:00-08:00,2025-11-25 20:00:00-08:00,2025-11-26
7,261603,Trail Blazers vs Spurs,Trail Blazers -2.0,-110,1,76,home_spread_last = -2.0 and home_spread_odds_last = -110; moderate confidence small home edge.,108-105,1,0,0,0,0,0,-134,114,,238.5,-110,-110,-2.0,-110,2.0,-110,chatgpt,2025-11-27T03:00:00.000Z,2025-11-26 19:00:00-08:00,2025-11-25 20:00:00-08:00,2025-11-26
8,261604,Kings vs Suns,Suns -3.5,-110,1,75,away_spread_last = -3.5 (away_spread_odds_last = -110); Suns road favorite on `_last`.,113-109,0,0,1,0,0,0,142,-170,,233.5,-110,-110,3.5,-110,-3.5,-110,chatgpt,2025-11-27T03:00:00.000Z,2025-11-26 19:00:00-08:00,2025-11-25 20:00:00-08:00,2025-11-26
9,261591,Celtics vs Pistons,Pistons -3.5,-114,1,74,away_spread_last = -3.5 with away_spread_odds_last = -114; Pistons priced as 3.5 favorites away.,107-103,0,0,1,0,0,0,130,-155,,229.5,-110,-105,3.5,-109,-3.5,-114,chatgpt,2025-11-26T22:00:00.000Z,2025-11-26 14:00:00-08:00,2025-11-25 20:00:00-08:00,2025-11-26
10,261616,Lakers vs Mavericks,Lakers -6.5,-110,1,73,home_spread_last = -6.5 with home_spread_odds_last = -110; Lakers sizable home favorite on `_last`.,112-104,1,0,0,0,0,0,-278,225,,226.5,-115,-105,-6.5,-110,6.5,-110,chatgpt,2025-11-29T03:00:00.000Z,2025-11-28 19:00:00-08:00,2025-11-25 20:00:00-08:00,2025-11-28
1,261612,Thunder vs Suns,Thunder -14.5,-115,3,94,Thunder dominant at home Suns without key players OKC elite in all phases,124-106,1,0,0,0,0,0,-1100,650,,224.5,-105,-114,-14.5,-115,14.5,-105,claude,2025-11-29T02:30:00.000Z,2025-11-28 18:30:00-08:00,2025-11-28 18:00:00+00:00,2025-11-28
2,261606,Knicks vs Bucks,Knicks -8.5,-110,3,92,Knicks crushing at MSG Bucks on back-to-back after travel NY covers big,122-110,1,0,0,0,0,0,-322,270,,231.0,-110,-110,-8.5,-110,8.5,-110,claude,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 18:00:00+00:00,2025-11-28
3,261610,Hawks vs Cavaliers,Cavaliers -6.5,-110,3,90,Cavs best team in NBA Hawks at home but Cleveland too strong on road,109-118,0,0,1,0,0,0,195,-238,,236.5,-115,-110,6.5,-110,-6.5,-110,claude,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 18:00:00+00:00,2025-11-28
4,261607,Pacers vs Wizards,Pacers -6.5,-115,3,88,Wizards worst team in NBA Pacers at home should dominate easily,119-108,1,0,0,0,0,0,-276,225,,239.5,-115,-110,-6.5,-115,6.5,-105,claude,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 18:00:00+00:00,2025-11-28
5,261613,Nuggets vs Spurs,Nuggets -7.5,-110,2,85,Jokic at home vs young Spurs Denver covers these mid-range spreads,121-111,1,0,0,0,0,0,-322,260,,238.5,-115,-110,-7.5,-110,7.5,-110,claude,2025-11-29T02:30:00.000Z,2025-11-28 18:30:00-08:00,2025-11-28 18:00:00+00:00,2025-11-28
6,261608,Pistons vs Magic,Pistons -3.5,-105,2,83,Pistons playing elite ball at home Magic without Banchero still struggling,116-110,1,0,0,0,0,0,-155,130,,231.5,-115,-105,-3.5,-105,3.5,-115,claude,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 18:00:00+00:00,2025-11-28
7,261611,Nets vs 76ers,76ers -7.5,-108,2,81,Sixers getting healthy Nets terrible on road Philly covers at home,108-119,0,0,1,0,0,0,225,-285,,222.5,-110,-110,7.5,-112,-7.5,-108,claude,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 18:00:00+00:00,2025-11-28
8,261614,Jazz vs Kings,Kings +2.5,-115,2,79,Kings solid on road Jazz worst home team in NBA value with points,109-112,0,0,1,0,0,0,-130,110,,242.5,-110,-110,-2.5,-105,2.5,-115,claude,2025-11-29T02:30:00.000Z,2025-11-28 18:30:00-08:00,2025-11-28 18:00:00+00:00,2025-11-28
9,261615,Clippers vs Grizzlies,Clippers -6.5,-110,2,77,Clippers at home improving Grizzlies injuries mounting on road trip,117-108,1,0,0,0,0,0,-250,205,,224.5,-105,-110,-6.5,-110,6.5,-110,claude,2025-11-29T03:00:00.000Z,2025-11-28 19:00:00-08:00,2025-11-28 18:00:00+00:00,2025-11-28
10,261616,Lakers vs Mavericks,Lakers -9.5,-110,1,74,LeBron/AD at home vs Luka-dependent Dallas Lakers should control,120-108,1,0,0,0,0,0,-410,322,,231.5,-110,-110,-9.5,-110,9.5,-110,claude,2025-11-29T03:00:00.000Z,2025-11-28 19:00:00-08:00,2025-11-28 18:00:00+00:00,2025-11-28
1,261606,Knicks vs Bucks,Knicks -8.5,-110,3,90,Elite home team and strong ATS performer laying -8.5 vs a middling Milwaukee side; spread and odds from closing _last.,121-108,1,0,0,0,0,0,-322,270,,231.0,-110,-110,-8.5,-110,8.5,-110,perplexity,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 11:33:00+00:00,2025-11-28
2,261607,Pacers vs Wizards,Pacers -6.5,-115,2,88,Indiana -6.5 at home vs one of the league’s worst ATS teams; Washington near ATS bottom makes this a solid fade.,120-109,1,0,0,0,0,0,-276,225,,239.5,-115,-110,-6.5,-115,6.5,-105,perplexity,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 11:33:00+00:00,2025-11-28
3,261608,Pistons vs Magic,Pistons -3.5,-105,2,86,Detroit has been one of the top ATS teams; -3.5 at home is modest against inconsistent Orlando.,118-112,1,0,0,0,0,0,-155,130,,231.5,-115,-105,-3.5,-105,3.5,-115,perplexity,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 11:33:00+00:00,2025-11-28
4,261613,Nuggets vs Spurs,Nuggets -7.5,-110,2,84,Denver’s strong MOV and ATS record support laying -7.5 at home vs an average Spurs ATS profile.,124-112,1,0,0,0,0,0,-322,260,,238.5,-115,-110,-7.5,-110,7.5,-110,perplexity,2025-11-29T02:30:00.000Z,2025-11-28 18:30:00-08:00,2025-11-28 11:33:00+00:00,2025-11-28
5,261616,Lakers vs Mavericks,Lakers -9.5,-110,2,82,"Lakers are near-elite in both home results and ATS; Dallas has struggled in many roles, making -9.5 reasonable.",122-110,1,0,0,0,0,0,-410,322,,231.5,-110,-110,-9.5,-110,9.5,-110,perplexity,2025-11-29T03:00:00.000Z,2025-11-28 19:00:00-08:00,2025-11-28 11:33:00+00:00,2025-11-28
6,261609,Hornets vs Bulls,Bulls -3.5,-105,1,79,Chicago as short road favorite vs below-average Hornets; line offers modest edge despite Bulls’ volatility.,113-119,0,0,1,0,0,0,124,-148,,248.5,-111,-110,3.5,-115,-3.5,-105,perplexity,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 11:33:00+00:00,2025-11-28
7,261610,Hawks vs Cavaliers,Cavaliers -6.5,-110,1,77,Cavs’ talent and offensive metrics outweigh their early ATS issues; -6.5 vs sub-50% ATS Hawks is playable small.,108-116,0,0,1,0,0,0,195,-238,,236.5,-115,-110,6.5,-110,-6.5,-110,perplexity,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 11:33:00+00:00,2025-11-28
8,261611,Nets vs 76ers,76ers -7.5,-108,1,76,Philadelphia’s modestly profitable ATS record fits a -7.5 road favorite role against a .500 Nets ATS side.,107-116,0,0,1,0,0,0,225,-285,,222.5,-110,-110,7.5,-112,-7.5,-108,perplexity,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 11:33:00+00:00,2025-11-28
9,261612,Thunder vs Suns,Thunder -14.5,-115,1,74,"Thunder have been dominant at home with huge MOV; still, -14.5 is large so exposure is limited.",127-110,1,0,0,0,0,0,-1100,650,,224.5,-105,-114,-14.5,-115,14.5,-105,perplexity,2025-11-29T02:30:00.000Z,2025-11-28 18:30:00-08:00,2025-11-28 11:33:00+00:00,2025-11-28
10,261615,Clippers vs Grizzlies,Clippers -6.5,-110,1,72,Number-driven play: -6.5 home chalk in a winnable matchup; Clippers’ poor ATS history keeps this to 1 unit.,118-108,1,0,0,0,0,0,-250,205,,224.5,-105,-110,-6.5,-110,6.5,-110,perplexity,2025-11-29T03:00:00.000Z,2025-11-28 19:00:00-08:00,2025-11-28 11:33:00+00:00,2025-11-28
1,261612,Thunder vs Suns,Thunder -14.5,-115,3,92,"The Thunder are massive favorites at home. Their recent performance suggests they can cover this large spread against a struggling Suns team, especially given the Sun's road form. High confidence due to matchup and home court advantage.",124-105,1,0,0,0,0,0,-1100,650,,224.5,-105,-114,-14.5,-115,14.5,-105,gemini,2025-11-29T02:30:00.000Z,2025-11-28 18:30:00-08:00,2025-11-28 11:33:10+00:00,2025-11-28
2,261611,Nets vs 76ers,Nets +7.5,-112,3,91,"The Nets are at home and the line movement has seen the spread increase, suggesting potential value on the home underdog. The 76ers are solid, but a spread this large in a division game often favors the dog, aligning with our successful Away Spread/Dog pattern.",110-116,1,0,0,0,0,0,225,-285,,222.5,-110,-110,7.5,-112,-7.5,-108,gemini,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 11:33:10+00:00,2025-11-28
3,261607,Pacers vs Wizards,Over 239.5,-115,3,90,"Both the Pacers and Wizards have high-paced offenses and poor defenses, creating a high-scoring environment. The historical success of our Over/Under picks makes this a high-confidence play.",125-118,0,0,0,0,1,0,-276,225,,239.5,-115,-110,-6.5,-115,6.5,-105,gemini,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 11:33:10+00:00,2025-11-28
4,261616,Lakers vs Mavericks,Under 231.5,-110,2,89,"Both teams have shown a tendency to play slightly slower and focus on half-court offense, especially in late games. This total feels a bit inflated based on recent trends for both teams. Prioritizing our successful Under pattern.",114-110,0,0,0,0,0,1,-410,322,,231.5,-110,-110,-9.5,-110,9.5,-110,gemini,2025-11-29T03:00:00.000Z,2025-11-28 19:00:00-08:00,2025-11-28 11:33:10+00:00,2025-11-28
5,261609,Hornets vs Bulls,Under 248.5,-110,2,85,"This total is extremely high. While both teams can score, a total this high is often difficult to hit, especially if either team's pace slows down or if there is regression to the mean in three-point shooting.",120-125,0,0,0,0,0,1,124,-148,,248.5,-111,-110,3.5,-115,-3.5,-105,gemini,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 11:33:10+00:00,2025-11-28
6,261615,Clippers vs Grizzlies,Grizzlies +6.5,-110,2,82,"The Grizzlies are a scrappy team and 6.5 points against the Clippers feels too generous, aligning with our profitable Away Spread/Dog strategy. The Clippers' offense can be inconsistent.",113-115,0,0,1,0,0,0,-250,205,,224.5,-105,-110,-6.5,-110,6.5,-110,gemini,2025-11-29T03:00:00.000Z,2025-11-28 19:00:00-08:00,2025-11-28 11:33:10+00:00,2025-11-28
7,261606,Knicks vs Bucks,Knicks -8.5,-110,1,79,"The Knicks are playing very well at home and the Bucks are on the road. The spread is large, but the public money is heavily on the Knicks' ML and Spread, which often indicates strong conviction in the favorite's form.",120-109,1,0,0,0,0,0,-322,270,,231.0,-110,-110,-8.5,-110,8.5,-110,gemini,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 11:33:10+00:00,2025-11-28
8,261613,Nuggets vs Spurs,Spurs +7.5,-110,1,75,"A high spread for the Spurs on the road. While the Nuggets are strong, the Spurs often play tighter against top-tier teams than they should. The line is holding steady, offering a decent dog pick.",122-116,0,0,1,0,0,0,-322,260,,238.5,-115,-110,-7.5,-110,7.5,-110,gemini,2025-11-29T02:30:00.000Z,2025-11-28 18:30:00-08:00,2025-11-28 11:33:10+00:00,2025-11-28
9,261610,Hawks vs Cavaliers,Under 236.5,-110,1,72,"The Cavaliers play at a slower pace and have a top-tier defense. The Hawks are a high-paced team, but the Cavaliers can control the tempo. This game has a higher probability of being a defensive battle.",115-110,0,0,0,0,0,1,195,-238,,236.5,-115,-110,6.5,-110,-6.5,-110,gemini,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 11:33:10+00:00,2025-11-28
10,261608,Pistons vs Magic,Over 231.5,-115,1,70,"Two teams with poor defenses playing at home/away. The Pistons at home can push the pace, and the Magic, while defensively capable, have been in some higher-scoring affairs lately.",118-115,0,0,0,0,1,0,-155,130,,231.5,-115,-105,-3.5,-105,3.5,-115,gemini,2025-11-29T00:30:00.000Z,2025-11-28 16:30:00-08:00,2025-11-28 11:33:10+00:00,2025-11-28
1,261871,Pistons vs Hawks,Hawks +9.5,-105,3,92,Hawks playing quality ball lately; Pistons struggle vs good offenses; line movement favors Hawks,118-114,0,0,1,0,0,0,-425,330,,233.0,-110,-110,-9.5,-115,9.5,-105,claude,2025-12-02T00:00:00.000Z,2025-12-01 16:00:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
2,261869,Pacers vs Cavaliers,Cavaliers -4.5,-110,3,90,Cavs elite at home; Pacers on road B2B; Cleveland's defense locks down,118-109,1,0,0,0,0,0,160,-191,,231.5,-110,-110,4.5,-110,-4.5,-110,claude,2025-12-02T00:00:00.000Z,2025-12-01 16:00:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
3,261873,Magic vs Bulls,Magic -9.5,-110,3,88,Magic's defense elite; Bulls struggle on road; size mismatch favors Orlando,115-102,1,0,0,0,0,0,-370,292,,239.5,-110,-110,-9.5,-105,9.5,-115,claude,2025-12-02T00:30:00.000Z,2025-12-01 16:30:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
4,261874,Heat vs Clippers,Heat -6.5,-110,3,85,Miami at home very strong; Clippers on long road trip; Butler factor,121-112,1,0,0,0,0,0,-258,210,,236.5,-108,-110,-6.5,-110,6.5,-110,claude,2025-12-02T00:30:00.000Z,2025-12-01 16:30:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
5,261872,Nets vs Hornets,Hornets -4.5,-110,2,83,Hornets home court advantage; Nets poor road team; Ball/Miller combo clicking,116-109,0,0,1,0,0,0,160,-191,,228.5,-115,-110,4.5,-110,-4.5,-110,claude,2025-12-02T00:30:00.000Z,2025-12-01 16:30:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
6,261870,Wizards vs Bucks,Bucks -10.5,-105,2,82,Giannis dominates weak interior defense; Bucks need win; Wizards worst record,125-111,0,0,1,0,0,0,330,-425,,231.5,-110,-110,10.5,-115,-10.5,-105,claude,2025-12-02T00:00:00.000Z,2025-12-01 16:00:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
7,261875,Jazz vs Rockets,Rockets -11.5,-115,2,80,Houston's length suffocates Jazz offense; Utah worst in West; Sengun matchup,121-106,0,0,1,0,0,0,472,-650,,234.5,-108,-110,11.5,-105,-11.5,-115,claude,2025-12-02T02:00:00.000Z,2025-12-01 18:00:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
8,261876,Nuggets vs Mavericks,Nuggets -11.5,-105,2,78,Jokic at altitude; Mavs without Luka management; Denver needs statement,119-105,1,0,0,0,0,0,-524,390,,234.5,-115,-110,-11.5,-105,11.5,-115,claude,2025-12-02T02:00:00.000Z,2025-12-01 18:00:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
9,261877,Lakers vs Suns,Lakers -4.5,-115,2,76,LeBron/AD healthy; home court; Suns inconsistent on road; revenge game,118-111,1,0,0,0,0,0,-198,169,,235.5,-105,-110,-4.5,-115,4.5,-105,claude,2025-12-02T03:00:00.000Z,2025-12-01 19:00:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
10,261869,Pacers vs Cavaliers,Under 231.5,-110,1,74,Cavs elite defense slows pace; Pacers B2B fatigue limits transition,118-109,0,0,0,0,0,1,160,-191,,231.5,-110,-110,4.5,-110,-4.5,-110,claude,2025-12-02T00:00:00.000Z,2025-12-01 16:00:00-08:00,2025-12-01 18:00:00+00:00,2025-12-01
1,261871,Pistons vs Hawks,Pistons -9.5,-115,3,90,Detroit is one of the league’s top ATS teams and has covered repeatedly as a home favorite; laying -9.5 vs a middling Atlanta ATS profile fits what has worked historically.,124-110,1,0,0,0,0,0,-425,330,,233.0,-110,-110,-9.5,-115,9.5,-105,perplexity,2025-12-02T00:00:00.000Z,2025-12-01 16:00:00-08:00,2025-12-01 22:19:00+00:00,2025-12-01
2,261876,Nuggets vs Mavericks,Nuggets -11.5,-105,3,90,"Denver is elite both straight up and ATS as a favorite, while Dallas has been poor ATS; -11.5 at home is big but aligned with Denver’s strong margin profile.",128-112,1,0,0,0,0,0,-524,390,,234.5,-115,-110,-11.5,-105,11.5,-115,perplexity,2025-12-02T02:00:00.000Z,2025-12-01 18:00:00-08:00,2025-12-01 22:19:00+00:00,2025-12-01
3,261877,Lakers vs Suns,Lakers -4.5,-115,2,88,"Lakers are top-tier ATS and as favorites, and laying only -4.5 at home is modest compared with their usual numbers; historical results show this type of moderate home chalk has been profitable.",121-114,1,0,0,0,0,0,-198,169,,235.5,-105,-110,-4.5,-115,4.5,-105,perplexity,2025-12-02T03:00:00.000Z,2025-12-01 19:00:00-08:00,2025-12-01 22:19:00+00:00,2025-12-01
4,261873,Magic vs Bulls,Magic -9.5,-105,2,86,"Orlando has been quietly profitable ATS with a solid margin, while Chicago is below average; -9.5 at home fits the successful pattern of backing quality home favorites.",120-108,1,0,0,0,0,0,-370,292,,239.5,-110,-110,-9.5,-105,9.5,-115,perplexity,2025-12-02T00:30:00.000Z,2025-12-01 16:30:00-08:00,2025-12-01 22:19:00+00:00,2025-12-01
5,261874,Heat vs Clippers,Heat -6.5,-110,2,84,"Miami has a positive ATS record and solid margins, while the Clippers sit near the bottom ATS; laying -6.5 at home against a repeatedly overvalued team mirrors prior winning spots.",117-106,1,0,0,0,0,0,-258,210,,236.5,-108,-110,-6.5,-110,6.5,-110,perplexity,2025-12-02T00:30:00.000Z,2025-12-01 16:30:00-08:00,2025-12-01 22:19:00+00:00,2025-12-01
6,261875,Jazz vs Rockets,Rockets -11.5,-115,1,79,"Houston has been one of the very best ATS teams with huge average margins; even as a big road favorite, -11.5 against a sub-.500 Utah ATS profile is viable but requires smaller sizing.",106-121,0,0,1,0,0,0,472,-650,,234.5,-108,-110,11.5,-105,-11.5,-115,perplexity,2025-12-02T02:00:00.000Z,2025-12-01 18:00:00-08:00,2025-12-01 22:19:00+00:00,2025-12-01
7,261870,Wizards vs Bucks,Bucks -10.5,-105,1,78,"Washington has one of the worst ATS records in the league, while Milwaukee is closer to average; fading the Wizards as sizable dogs has been profitable, so -10.5 with the Bucks is reasonable.",104-118,0,0,1,0,0,0,330,-425,,231.5,-110,-110,10.5,-115,-10.5,-105,perplexity,2025-12-02T00:00:00.000Z,2025-12-01 16:00:00-08:00,2025-12-01 22:19:00+00:00,2025-12-01
